1,0.51047,0.52548,0.41499,0.48783,0.54669,0.46982,0.45839,0.49272,0.51788,0.52337,0.50671,0.40203,0.44376,0.46311,0.54677,0.43373,0.51248,0.44154,0.54769,0.42791,0.42796,0.44519,0.44062,0.40278,0.38811,0.34461,0.45042,0.54458,0.31323,0.11257,0.43985,0.30952,0.30694,0.43755,0.25728,0.20192,0.48823,0.42848,0.51294,0.43321,0.367,0.40787,0.44159,0.33123,0.34775,0.30324,0.37949,0.53768,0.43261,0.49213,0.5397,0.47814,0.4756,0.51295,0.5356,0.4513,0.46681,0.51097,0.49079,0.45809,0.41601,0.42242,0.4274,0.44222,0.45172,0.50541,0.41084,0.30298,0.43296,0.50948,0.34607,0.4074,0.50592,0.29994,0.34565,0.47505,0.4053,0.20798,0.34119,0.010261,0.26916,0.19432,0.33114,0.23486,0.36787,0.22439,0.32489,0.41303,0.35354,0.29561,0.50492,0.46925,0.39614,0.38504,0.40663,0.25472,0.21452,0.58609,0.4389
0.51047,1,0.84075,0.72126,0.83041,0.82612,0.85239,0.9095,0.83971,0.73838,0.776,0.75914,0.66075,0.74791,0.7407,0.85358,0.64551,0.77567,0.68407,0.70466,0.68341,0.66658,0.64572,0.60569,0.55117,0.62326,0.53222,0.66977,0.75404,0.55547,0.14294,0.54917,0.3669,0.4028,0.60517,0.2752,0.27782,0.71098,0.68669,0.73236,0.56681,0.56399,0.62409,0.53226,0.46583,0.53374,0.51465,0.35412,0.61696,0.53912,0.61955,0.91791,0.85123,0.82337,0.83582,0.81848,0.87334,0.847,0.71971,0.7415,0.69939,0.67171,0.74148,0.7351,0.76302,0.73023,0.72032,0.63041,0.50017,0.67437,0.69901,0.5594,0.59644,0.6798,0.42942,0.53049,0.72247,0.65554,0.2818,0.45814,0.021066,0.31588,0.30602,0.49687,0.33641,0.47924,0.30446,0.4681,0.46332,0.4105,0.38126,0.67995,0.68411,0.5258,0.55267,0.48916,0.35412,0.21665,0.7025,0.50088
0.52548,0.84075,1,0.48086,0.74954,0.8651,0.83609,0.8745,0.9113,0.73758,0.76801,0.77692,0.70384,0.76915,0.76246,0.78521,0.6671,0.79464,0.70783,0.73768,0.73234,0.66511,0.72389,0.63099,0.55039,0.64933,0.55688,0.65019,0.78784,0.60359,0.10634,0.51993,0.27201,0.32526,0.54011,0.23344,0.21482,0.64868,0.61928,0.71987,0.48179,0.5411,0.55601,0.45156,0.38781,0.46961,0.44208,0.30238,0.5912,0.45991,0.61398,0.88148,0.80039,0.61539,0.84874,0.87541,0.81321,0.90045,0.71389,0.73988,0.72817,0.70615,0.7968,0.75941,0.80401,0.75629,0.73924,0.68173,0.53201,0.69325,0.76223,0.56765,0.68887,0.68465,0.495,0.5629,0.76043,0.70644,0.23754,0.43153,0.013516,0.22659,0.22804,0.44765,0.38577,0.41706,0.26309,0.41773,0.44468,0.33917,0.27553,0.67204,0.65043,0.48334,0.51202,0.40141,0.29378,0.16845,0.67955,0.43451
0.41499,0.72126,0.48086,1,0.7095,0.57796,0.51719,0.53706,0.4318,0.5872,0.59236,0.53597,0.35842,0.42117,0.45511,0.61994,0.42481,0.47842,0.39202,0.52567,0.37692,0.45666,0.32087,0.50347,0.45923,0.44511,0.40981,0.56121,0.53657,0.28831,0.20462,0.42878,0.41165,0.4654,0.52952,0.40364,0.4166,0.55049,0.55848,0.52963,0.51905,0.43297,0.50478,0.53136,0.50618,0.4329,0.44591,0.33388,0.52397,0.52525,0.43833,0.60876,0.55453,0.95145,0.6012,0.52298,0.55282,0.44161,0.58673,0.55461,0.48638,0.40219,0.40107,0.39621,0.41588,0.43431,0.49016,0.31737,0.33378,0.43281,0.44374,0.41782,0.27523,0.53913,0.32332,0.4278,0.487,0.42545,0.27947,0.30252,0.14336,0.3948,0.38632,0.47544,0.29633,0.4543,0.42608,0.49281,0.47323,0.42019,0.4515,0.47256,0.58587,0.51108,0.52163,0.50191,0.33409,0.24635,0.59439,0.49724
0.48783,0.83041,0.74954,0.7095,1,0.85562,0.64056,0.72334,0.73877,0.71863,0.73539,0.7035,0.58742,0.6157,0.64183,0.69112,0.58543,0.64159,0.58543,0.6663,0.54402,0.61221,0.563,0.59878,0.54044,0.60972,0.53943,0.68896,0.703,0.48154,0.16427,0.51837,0.40304,0.49698,0.6153,0.38094,0.37995,0.66805,0.65937,0.64255,0.58114,0.56483,0.60684,0.54151,0.50913,0.5113,0.52582,0.40959,0.6486,0.57514,0.53758,0.77037,0.63426,0.82833,0.89334,0.76587,0.65787,0.72,0.7007,0.68162,0.63618,0.62296,0.6359,0.59595,0.60588,0.62284,0.5937,0.51464,0.43955,0.54626,0.61446,0.48041,0.49704,0.63817,0.39107,0.5289,0.63662,0.59197,0.29745,0.40772,0.11182,0.413,0.39379,0.51083,0.36222,0.52113,0.38037,0.5268,0.52682,0.44849,0.40916,0.61309,0.67502,0.55965,0.56527,0.50065,0.3463,0.28341,0.7227,0.54044
0.54669,0.82612,0.8651,0.57796,0.85562,1,0.77466,0.79325,0.8972,0.81248,0.83651,0.82005,0.7205,0.77063,0.79477,0.763,0.66939,0.73963,0.70548,0.78155,0.71607,0.67589,0.70381,0.68135,0.61043,0.68953,0.60216,0.74253,0.8254,0.59671,0.13333,0.56931,0.35687,0.4309,0.61459,0.35232,0.32974,0.72016,0.69595,0.74425,0.59055,0.59068,0.62,0.55344,0.47897,0.52887,0.52724,0.39152,0.70247,0.5841,0.62315,0.84364,0.74463,0.7093,0.92726,0.89485,0.71877,0.8563,0.79123,0.79242,0.75245,0.7459,0.78911,0.74806,0.76577,0.78153,0.7191,0.64141,0.49753,0.62911,0.76935,0.55392,0.64576,0.7393,0.49228,0.5954,0.76678,0.71792,0.28154,0.4635,0.064374,0.34391,0.32226,0.49237,0.40501,0.51533,0.35767,0.51452,0.52352,0.44532,0.35746,0.71125,0.73412,0.56723,0.57965,0.50155,0.34908,0.23354,0.77205,0.54886
0.46982,0.85239,0.83609,0.51719,0.64056,0.77466,1,0.90961,0.87858,0.72792,0.75911,0.78011,0.71415,0.82439,0.79377,0.8677,0.68405,0.82335,0.74577,0.73395,0.77658,0.69085,0.7447,0.62669,0.53591,0.62614,0.52185,0.61483,0.76866,0.61832,0.085724,0.53046,0.28463,0.29817,0.54694,0.15679,0.15218,0.66338,0.61755,0.79273,0.49077,0.52195,0.55623,0.44714,0.36705,0.47687,0.43757,0.28526,0.54447,0.452,0.623,0.88986,0.92896,0.61986,0.75926,0.80993,0.87154,0.88846,0.70736,0.73555,0.73125,0.70246,0.8114,0.82459,0.84988,0.7906,0.82991,0.7195,0.56215,0.71954,0.76632,0.61626,0.70702,0.72628,0.51309,0.54189,0.7724,0.70901,0.22528,0.44114,-0.009429,0.21202,0.1991,0.44914,0.34738,0.41567,0.23297,0.38542,0.40303,0.33866,0.30215,0.6886,0.65765,0.46423,0.50235,0.39797,0.30923,0.14473,0.63263,0.42475
0.45839,0.9095,0.8745,0.53706,0.72334,0.79325,0.90961,1,0.89814,0.6794,0.72491,0.73044,0.67291,0.77208,0.74506,0.82073,0.63551,0.8276,0.68881,0.67791,0.73268,0.65441,0.70053,0.56043,0.50707,0.60964,0.51555,0.61092,0.73912,0.59397,0.081745,0.49963,0.2465,0.27402,0.50933,0.14139,0.15451,0.62837,0.59801,0.69389,0.43893,0.51036,0.54003,0.41471,0.35356,0.4614,0.43069,0.24813,0.50376,0.40105,0.60384,0.91684,0.88166,0.6592,0.79208,0.82238,0.94647,0.92804,0.66987,0.70365,0.68771,0.66541,0.7955,0.7668,0.82874,0.74143,0.74781,0.67088,0.55965,0.73754,0.71152,0.59314,0.67386,0.64133,0.45584,0.52369,0.7481,0.68247,0.21104,0.41835,0.0055641,0.19217,0.21225,0.45048,0.34529,0.39049,0.21449,0.39069,0.37094,0.29676,0.27951,0.63694,0.60761,0.44364,0.48576,0.36711,0.28597,0.14935,0.60559,0.37788
0.49272,0.83971,0.9113,0.4318,0.73877,0.8972,0.87858,0.89814,1,0.75811,0.79966,0.81066,0.75766,0.83254,0.82756,0.79575,0.67715,0.80767,0.74094,0.75989,0.78897,0.68723,0.76461,0.63729,0.56102,0.66907,0.57595,0.67634,0.80763,0.64843,0.091774,0.52424,0.26535,0.32151,0.55502,0.22513,0.19472,0.67139,0.64374,0.74516,0.49886,0.55399,0.5715,0.44663,0.38182,0.48565,0.46519,0.29911,0.59836,0.47579,0.61505,0.88836,0.83305,0.58143,0.872,0.90015,0.82395,0.9564,0.73663,0.77121,0.7594,0.75422,0.85742,0.82602,0.86177,0.828,0.75495,0.71292,0.5323,0.69715,0.80359,0.57476,0.72569,0.69857,0.50369,0.56844,0.79444,0.74222,0.21453,0.43711,-0.014594,0.22395,0.21178,0.43828,0.37345,0.42463,0.2457,0.41009,0.43313,0.33114,0.26227,0.69469,0.66701,0.4812,0.49744,0.38203,0.2814,0.15055,0.68062,0.43617
0.51788,0.73838,0.73758,0.5872,0.71863,0.81248,0.72792,0.6794,0.75811,1,0.88192,0.87343,0.7087,0.74706,0.81465,0.74847,0.69391,0.67314,0.69812,0.7348,0.71315,0.69969,0.67957,0.77116,0.68921,0.72807,0.60483,0.75125,0.8105,0.62074,0.16582,0.58605,0.37316,0.41658,0.62341,0.30261,0.32934,0.71307,0.68096,0.79378,0.53894,0.60558,0.62009,0.56507,0.44755,0.48975,0.46988,0.34227,0.62657,0.53908,0.60226,0.76724,0.71547,0.67688,0.78304,0.78758,0.61708,0.71821,0.90142,0.81806,0.79415,0.71955,0.75084,0.72598,0.73683,0.79164,0.69097,0.63421,0.47216,0.56604,0.76567,0.5941,0.63778,0.76539,0.56218,0.66045,0.76913,0.74397,0.30018,0.47434,0.076029,0.29879,0.32926,0.52695,0.42486,0.49167,0.36268,0.54908,0.49035,0.39777,0.35101,0.74853,0.79056,0.60671,0.64984,0.53819,0.35044,0.18398,0.70029,0.50478
0.52337,0.776,0.76801,0.59236,0.73539,0.83651,0.75911,0.72491,0.79966,0.88192,1,0.90252,0.75496,0.79277,0.84338,0.76974,0.71889,0.70293,0.73677,0.75216,0.75302,0.71597,0.70161,0.7642,0.67617,0.75167,0.62994,0.75864,0.82787,0.64348,0.15727,0.59111,0.36094,0.42029,0.62757,0.31777,0.32997,0.72914,0.70112,0.7829,0.56794,0.61589,0.6445,0.5706,0.46523,0.52672,0.49887,0.35967,0.63292,0.55077,0.61103,0.80297,0.75045,0.6874,0.80839,0.81553,0.66263,0.76245,0.85756,0.85044,0.82186,0.77203,0.78918,0.75565,0.78118,0.82831,0.70515,0.67488,0.49809,0.60158,0.80078,0.59743,0.66337,0.74952,0.56938,0.65367,0.79145,0.76619,0.30931,0.48016,0.07274,0.30127,0.32223,0.51685,0.43718,0.49348,0.35835,0.53412,0.49843,0.41678,0.3592,0.73079,0.77716,0.59143,0.63546,0.52546,0.36738,0.19094,0.71831,0.51831
0.50671,0.75914,0.77692,0.53597,0.7035,0.82005,0.78011,0.73044,0.81066,0.87343,0.90252,1,0.80955,0.8431,0.8705,0.78968,0.80911,0.73636,0.81973,0.75024,0.79449,0.79238,0.76855,0.80368,0.67917,0.80095,0.65907,0.75382,0.82806,0.72576,0.16257,0.58714,0.33886,0.41732,0.64731,0.26147,0.27155,0.7211,0.69936,0.80402,0.53717,0.62335,0.66473,0.51632,0.44023,0.52615,0.50243,0.33264,0.59023,0.50486,0.59304,0.79873,0.77548,0.634,0.78853,0.81085,0.66281,0.77432,0.8527,0.86189,0.87487,0.80715,0.83813,0.81013,0.81947,0.85629,0.73364,0.77549,0.54993,0.63519,0.83219,0.65887,0.74323,0.75705,0.6386,0.68623,0.81392,0.82419,0.29665,0.48087,0.068604,0.26564,0.29829,0.53206,0.46834,0.48935,0.31582,0.51305,0.46821,0.36814,0.32402,0.74061,0.77722,0.57878,0.65155,0.46935,0.35588,0.1722,0.68379,0.46729
0.40203,0.66075,0.70384,0.35842,0.58742,0.7205,0.71415,0.67291,0.75766,0.7087,0.75496,0.80955,1,0.84603,0.83093,0.69991,0.68803,0.65175,0.74116,0.6073,0.69824,0.73786,0.73858,0.57017,0.49991,0.64331,0.51635,0.62188,0.69045,0.73627,0.09507,0.50914,0.26303,0.30192,0.56524,0.12624,0.098794,0.66577,0.65415,0.68416,0.50625,0.5721,0.64608,0.42742,0.33977,0.55471,0.52072,0.33727,0.49519,0.4385,0.5172,0.70979,0.7076,0.4636,0.68649,0.71997,0.59165,0.70024,0.66461,0.72388,0.755,0.9517,0.86144,0.83834,0.73598,0.84154,0.60976,0.71614,0.39021,0.51974,0.67729,0.51042,0.66325,0.6192,0.37861,0.48081,0.64519,0.68066,0.22111,0.42124,-0.087885,0.21754,0.18237,0.35051,0.26207,0.44811,0.13423,0.34505,0.31518,0.34808,0.22218,0.66634,0.64846,0.45488,0.53274,0.34381,0.36523,0.14065,0.56319,0.3872
0.44376,0.74791,0.76915,0.42117,0.6157,0.77063,0.82439,0.77208,0.83254,0.74706,0.79277,0.8431,0.84603,1,0.90621,0.7643,0.7056,0.73189,0.83798,0.68677,0.79968,0.7227,0.79693,0.58613,0.52976,0.64036,0.52602,0.64538,0.76305,0.72283,0.092128,0.53887,0.26241,0.27277,0.55362,0.11524,0.10555,0.68667,0.65857,0.73264,0.51211,0.55438,0.61823,0.4623,0.34588,0.54533,0.49229,0.33793,0.53337,0.46323,0.56806,0.79424,0.81847,0.53742,0.73907,0.77104,0.71047,0.80313,0.72115,0.75361,0.75742,0.83558,0.87149,0.92576,0.83346,0.9079,0.70816,0.77287,0.44107,0.60732,0.76488,0.54251,0.73633,0.67228,0.42826,0.49841,0.72858,0.72775,0.22013,0.46154,-0.096548,0.19856,0.1672,0.36911,0.28659,0.43721,0.16259,0.35164,0.33643,0.35491,0.25314,0.69517,0.66621,0.46011,0.49239,0.36596,0.35399,0.13822,0.60846,0.42299
